length,t_opt,t_baseline,t_opt_a,t_baseline_a
16,0.027585,0.027821,0.0017240625,0.0017388125
64,0.022649,0.023788,0.000353890625,0.0003716875
256,0.02548,0.027662,9.953125e-05,0.0001080546875
1024,0.060853,0.064152,5.94267578125e-05,6.26484375e-05
4096,0.02098,0.212509,5.1220703125e-06,5.1882080078125e-05
16384,0.026535,0.575616,1.61956787109375e-06,3.51328125e-05
65536,0.022653,2.078379,3.456573486328125e-07,3.171354675292969e-05
1,0.019252,0.017832,0.019252,0.017832
4,0.017636,0.023843,0.004409,0.00596075
16,0.032804,0.022318,0.00205025,0.001394875
64,0.025891,0.021111,0.000404546875,0.000329859375
256,0.02857,0.02918,0.0001116015625,0.000113984375
1024,0.019436,0.059459,1.898046875e-05,5.80654296875e-05
4096,0.032239,0.2116,7.870849609375e-06,5.166015625e-05
16384,0.030636,0.86023,1.869873046875e-06,5.25042724609375e-05
65536,0.040171,2.276524,6.129608154296875e-07,3.473699951171875e-05
1,0.026365,0.023334,0.026365,0.023334
4,0.031325,0.027598,0.00783125,0.0068995
16,0.02798,0.028582,0.00174875,0.001786375
64,0.020487,0.024657,0.000320109375,0.000385265625
256,0.022553,0.030037,8.809765625e-05,0.00011733203125
1024,0.027637,0.097031,2.69892578125e-05,9.47568359375e-05
4096,0.024797,0.238089,6.053955078125e-06,5.8127197265625e-05
16384,0.026778,0.551796,1.6343994140625e-06,3.3678955078125e-05
65536,0.048404,2.13615,7.3858642578125e-07,3.259506225585938e-05
1,0.026197,0.020355,0.026197,0.020355
4,0.028314,0.022336,0.0070785,0.005584
16,0.025867,0.026649,0.0016166875,0.0016655625
64,0.018496,0.025514,0.000289,0.00039865625
256,0.022525,0.03828,8.798828125e-05,0.00014953125
1024,0.024423,0.062912,2.38505859375e-05,6.14375e-05
4096,0.038509,0.20251,9.401611328125e-06,4.944091796875e-05
16384,0.026466,0.602518,1.6153564453125e-06,3.67747802734375e-05
65536,0.024073,2.095473,3.673248291015625e-07,3.1974380493164065e-05
1,0.03355,0.021452,0.03355,0.021452
4,0.025109,0.026742,0.00627725,0.0066855
16,0.019186,0.021414,0.001199125,0.001338375
64,0.032638,0.033965,0.00050996875,0.000530703125
256,0.023497,0.060929,9.178515625e-05,0.00023800390625
1024,0.032092,0.104172,3.133984375e-05,0.00010173046875
4096,0.027521,0.299704,6.718994140625e-06,7.3169921875e-05
16384,0.029202,0.876536,1.7823486328125e-06,5.349951171875e-05
65536,0.027353,2.402066,4.173736572265625e-07,3.6652618408203126e-05
1,0.027745,0.034606,0.027745,0.034606
4,0.024119,0.030229,0.00602975,0.00755725
16,0.021078,0.024653,0.001317375,0.0015408125
64,0.026595,0.029681,0.000415546875,0.000463765625
256,0.029754,0.040226,0.0001162265625,0.0001571328125
1024,0.030823,0.05892,3.01005859375e-05,5.75390625e-05
4096,0.020663,0.209967,5.044677734375e-06,5.1261474609375e-05
16384,0.01916,0.460881,1.16943359375e-06,2.812994384765625e-05
65536,0.037292,2.11127,5.6903076171875e-07,3.221542358398438e-05
1,0.037082,0.028556,0.037082,0.028556
4,0.024299,0.032268,0.00607475,0.008067
16,0.020197,0.025105,0.0012623125,0.0015690625
64,0.025734,0.030269,0.00040209375,0.000472953125
256,0.024195,0.032818,9.451171875e-05,0.0001281953125
1024,0.023513,0.087059,2.29619140625e-05,8.50185546875e-05
4096,0.028386,0.214931,6.93017578125e-06,5.2473388671875e-05
16384,0.029711,1.195787,1.81341552734375e-06,7.298504638671875e-05
65536,0.051986,2.47241,7.93243408203125e-07,3.7725982666015625e-05
1,0.026643,0.040017,0.026643,0.040017
4,0.025529,0.025708,0.00638225,0.006427
16,0.02828,0.043533,0.0017675,0.0027208125
64,0.02663,0.026432,0.00041609375,0.000413
256,0.027439,0.02784,0.00010718359375,0.00010875
1024,0.02149,0.053828,2.0986328125e-05,5.256640625e-05
4096,0.028174,0.205524,6.87841796875e-06,5.01767578125e-05
16384,0.118776,1.312699,7.24951171875e-06,8.012078857421875e-05
65536,0.192306,5.293034,2.934356689453125e-06,8.076528930664062e-05
1,0.030063,0.030292,0.030063,0.030292
4,0.024528,0.019966,0.006132,0.0049915
16,0.032891,0.02627,0.0020556875,0.001641875
64,0.030086,0.028349,0.00047009375,0.000442953125
256,0.022226,0.040118,8.68203125e-05,0.0001567109375
1024,0.029153,0.098214,2.84697265625e-05,9.5912109375e-05
4096,0.024169,0.24047,5.900634765625e-06,5.870849609375e-05
16384,0.037482,0.640766,2.2877197265625e-06,3.91092529296875e-05
65536,0.023051,2.010839,3.517303466796875e-07,3.0682968139648435e-05
1,0.022752,0.020977,0.022752,0.020977
4,0.026023,0.027213,0.00650575,0.00680325
16,0.024499,0.028343,0.0015311875,0.0017714375
64,0.02615,0.026977,0.00040859375,0.000421515625
256,0.028577,0.029785,0.00011162890625,0.00011634765625
1024,0.028378,0.065934,2.7712890625e-05,6.4388671875e-05
4096,0.038174,0.206293,9.31982421875e-06,5.0364501953125e-05
16384,0.022501,0.574687,1.37335205078125e-06,3.507611083984375e-05
65536,0.03093,2.378867,4.71954345703125e-07,3.629862976074219e-05
1,0.027045,0.020888,0.027045,0.020888
4,0.024917,0.027621,0.00622925,0.00690525
16,0.036638,0.021599,0.002289875,0.0013499375
64,0.027675,0.035668,0.000432421875,0.0005573125
256,0.05194,0.035679,0.000202890625,0.00013937109375
1024,0.02946,0.095803,2.876953125e-05,9.35576171875e-05
4096,0.020487,0.352178,5.001708984375e-06,8.598095703125e-05
16384,0.041867,0.568797,2.55535888671875e-06,3.471661376953125e-05
65536,0.029243,2.552308,4.462127685546875e-07,3.894512939453125e-05
1,0.026745,0.031766,0.026745,0.031766
4,0.021374,0.019951,0.0053435,0.00498775
16,0.024687,0.020837,0.0015429375,0.0013023125
64,0.0285,0.027908,0.0004453125,0.0004360625
256,0.021142,0.035992,8.25859375e-05,0.00014059375
1024,0.025827,0.086151,2.52216796875e-05,8.41318359375e-05
4096,0.038408,0.550223,9.376953125e-06,0.000134331787109375
16384,0.038954,0.962799,2.3775634765625e-06,5.876458740234375e-05
65536,0.023397,2.233738,3.570098876953125e-07,3.408413696289062e-05
1,0.030646,0.026809,0.030646,0.026809
4,0.025761,0.021057,0.00644025,0.00526425
16,0.028233,0.023287,0.0017645625,0.0014554375
64,0.022362,0.029913,0.00034940625,0.000467390625
256,0.036465,0.030041,0.00014244140625,0.00011734765625
1024,0.025929,0.129374,2.53212890625e-05,0.000126341796875
4096,0.026322,0.306719,6.42626953125e-06,7.4882568359375e-05
16384,0.026754,1.320709,1.6329345703125e-06,8.060968017578124e-05
65536,0.028341,2.155984,4.324493408203125e-07,3.2897705078125e-05
1,0.021021,0.025834,0.021021,0.025834
4,0.021863,0.024226,0.00546575,0.0060565
16,0.029917,0.024817,0.0018698125,0.0015510625
64,0.034435,0.022632,0.000538046875,0.000353625
256,0.023934,0.036077,9.34921875e-05,0.00014092578125
1024,0.026224,0.055875,2.5609375e-05,5.45654296875e-05
4096,0.023681,0.214633,5.781494140625e-06,5.2400634765625e-05
16384,0.025029,0.545228,1.52764892578125e-06,3.3278076171875e-05
65536,0.027732,1.983821,4.2315673828125e-07,3.0270706176757813e-05
1,0.022681,0.02021,0.022681,0.02021
4,0.02436,0.03466,0.00609,0.008665
16,0.018373,0.019307,0.0011483125,0.0012066875
64,0.022643,0.035881,0.000353796875,0.000560640625
256,0.020606,0.047434,8.04921875e-05,0.0001852890625
1024,0.020849,0.059248,2.03603515625e-05,5.7859375e-05
4096,0.026566,0.253531,6.48583984375e-06,6.1897216796875e-05
16384,0.032248,0.586999,1.96826171875e-06,3.582757568359375e-05
65536,0.033392,2.100125,5.09521484375e-07,3.204536437988281e-05
1,0.021399,0.020017,0.021399,0.020017
4,0.01857,0.023581,0.0046425,0.00589525
16,0.023265,0.030259,0.0014540625,0.0018911875
64,0.020036,0.029896,0.0003130625,0.000467125
256,0.02046,0.037925,7.9921875e-05,0.00014814453125
1024,0.024587,0.06734,2.40107421875e-05,6.576171875e-05
4096,0.021787,0.250414,5.319091796875e-06,6.113623046875e-05
16384,0.020074,0.54649,1.2252197265625e-06,3.33551025390625e-05
65536,0.027884,1.978139,4.2547607421875e-07,3.018400573730469e-05
1,0.020197,0.021607,0.020197,0.021607
4,0.025227,0.025373,0.00630675,0.00634325
16,0.030474,0.026309,0.001904625,0.0016443125
64,0.025716,0.031374,0.0004018125,0.00049021875
256,0.024331,0.04492,9.504296875e-05,0.00017546875
1024,0.020053,0.061144,1.95830078125e-05,5.97109375e-05
4096,0.026079,0.21357,6.366943359375e-06,5.214111328125e-05
16384,0.024989,0.851224,1.52520751953125e-06,5.195458984375e-05
65536,0.022557,2.084958,3.441925048828125e-07,3.181393432617187e-05
1,0.018495,0.02555,0.018495,0.02555
4,0.019624,0.021235,0.004906,0.00530875
16,0.033049,0.019934,0.0020655625,0.001245875
64,0.025367,0.025413,0.000396359375,0.000397078125
256,0.025782,0.033764,0.0001007109375,0.000131890625
1024,0.025819,0.132837,2.52138671875e-05,0.0001297236328125
4096,0.021871,0.327466,5.339599609375e-06,7.994775390625e-05
16384,0.025795,0.868057,1.57440185546875e-06,5.298199462890625e-05
65536,0.021683,2.497908,3.308563232421875e-07,3.811505126953125e-05
1,0.037019,0.030993,0.037019,0.030993
4,0.038682,0.030206,0.0096705,0.0075515
16,0.025508,0.034366,0.00159425,0.002147875
64,0.031076,0.030935,0.0004855625,0.000483359375
256,0.033614,0.064167,0.0001313046875,0.00025065234375
1024,0.029228,0.083101,2.854296875e-05,8.11533203125e-05
4096,0.028586,0.345772,6.97900390625e-06,8.44169921875e-05
16384,0.025704,0.552595,1.56884765625e-06,3.372772216796875e-05
65536,0.022158,2.078691,3.38104248046875e-07,3.171830749511719e-05
1,0.024053,0.019097,0.024053,0.019097
4,0.021417,0.030586,0.00535425,0.0076465
16,0.026495,0.020002,0.0016559375,0.001250125
64,0.026918,0.023638,0.00042059375,0.00036934375
256,0.021357,0.041609,8.342578125e-05,0.00016253515625
1024,0.02792,0.058424,2.7265625e-05,5.70546875e-05
4096,0.026431,0.206285,6.452880859375e-06,5.0362548828125e-05
16384,0.024436,0.562117,1.491455078125e-06,3.430889892578125e-05
65536,0.025149,1.917721,3.837432861328125e-07,2.9262100219726563e-05
1,0.02594,0.025362,0.02594,0.025362
4,0.016402,0.025639,0.0041005,0.00640975
16,0.016351,0.022705,0.0010219375,0.0014190625
64,0.016673,0.021435,0.000260515625,0.000334921875
256,0.019347,0.035727,7.557421875e-05,0.00013955859375
1024,0.029643,0.066499,2.89482421875e-05,6.49404296875e-05
4096,0.023868,0.209834,5.8271484375e-06,5.122900390625e-05
16384,0.018403,0.463321,1.12322998046875e-06,2.827886962890625e-05
65536,0.018662,1.785575,2.84759521484375e-07,2.7245712280273436e-05
1,0.025191,0.018131,0.025191,0.018131
4,0.028193,0.024269,0.00704825,0.00606725
16,0.024776,0.019994,0.0015485,0.001249625
64,0.025534,0.024236,0.00039896875,0.0003786875
256,0.028705,0.030189,0.00011212890625,0.00011792578125
1024,0.018943,0.058896,1.84990234375e-05,5.7515625e-05
4096,0.023977,0.205364,5.853759765625e-06,5.01376953125e-05
16384,0.025701,0.484705,1.56866455078125e-06,2.958404541015625e-05
65536,0.020045,1.940521,3.058624267578125e-07,2.961000061035156e-05
1,0.023052,0.02013,0.023052,0.02013
4,0.025313,0.026744,0.00632825,0.006686
16,0.021447,0.027506,0.0013404375,0.001719125
64,0.027235,0.02142,0.000425546875,0.0003346875
256,0.028692,0.036146,0.000112078125,0.0001411953125
1024,0.02065,0.06512,2.0166015625e-05,6.359375e-05
4096,0.018924,0.207755,4.6201171875e-06,5.0721435546875e-05
16384,0.023781,0.537361,1.45147705078125e-06,3.279791259765625e-05
65536,0.021668,1.985532,3.3062744140625e-07,3.029681396484375e-05
1,0.018406,0.018112,0.018406,0.018112
4,0.017655,0.021562,0.00441375,0.0053905
16,0.028791,0.028564,0.0017994375,0.00178525
64,0.025749,0.021526,0.000402328125,0.00033634375
256,0.02639,0.028327,0.0001030859375,0.00011065234375
1024,0.025265,0.061556,2.46728515625e-05,6.011328125e-05
4096,0.024489,0.199535,5.978759765625e-06,4.8714599609375e-05
16384,0.020463,0.522028,1.24896240234375e-06,3.1862060546875e-05
65536,0.019501,1.826824,2.975616455078125e-07,2.78751220703125e-05
1,0.026538,0.034885,0.026538,0.034885
4,0.021689,0.023191,0.00542225,0.00579775
16,0.023431,0.018569,0.0014644375,0.0011605625
64,0.032768,0.031942,0.000512,0.00049909375
256,0.022108,0.029763,8.6359375e-05,0.00011626171875
1024,0.020017,0.060933,1.95478515625e-05,5.95048828125e-05
4096,0.01858,0.205698,4.5361328125e-06,5.021923828125e-05
16384,0.019267,0.504001,1.17596435546875e-06,3.076177978515625e-05
65536,0.023813,1.987503,3.633575439453125e-07,3.0326889038085938e-05
1,0.020027,0.017745,0.020027,0.017745
4,0.024489,0.019205,0.00612225,0.00480125
16,0.023659,0.024491,0.0014786875,0.0015306875
64,0.022825,0.028245,0.000356640625,0.000441328125
256,0.01863,0.031358,7.27734375e-05,0.0001224921875
1024,0.021456,0.065189,2.0953125e-05,6.36611328125e-05
4096,0.018906,0.201679,4.61572265625e-06,4.9238037109375e-05
16384,0.016446,0.468208,1.0037841796875e-06,2.85771484375e-05
65536,0.018892,1.919644,2.8826904296875e-07,2.929144287109375e-05
1,0.023482,0.020191,0.023482,0.020191
4,0.035843,0.019593,0.00896075,0.00489825
16,0.021876,0.019008,0.00136725,0.001188
64,0.02921,0.022043,0.00045640625,0.000344421875
256,0.0212,0.029834,8.28125e-05,0.0001165390625
1024,0.033398,0.073801,3.2615234375e-05,7.20712890625e-05
4096,0.019646,0.20129,4.79638671875e-06,4.914306640625e-05
16384,0.020504,0.470643,1.25146484375e-06,2.872576904296875e-05
65536,0.020062,1.85676,3.06121826171875e-07,2.83319091796875e-05
1,0.022657,0.020844,0.022657,0.020844
4,0.025969,0.025182,0.00649225,0.0062955
16,0.026274,0.023919,0.001642125,0.0014949375
64,0.01749,0.027202,0.00027328125,0.00042503125
256,0.027218,0.02914,0.0001063203125,0.000113828125
1024,0.019642,0.062228,1.9181640625e-05,6.076953125e-05
4096,0.018507,0.211116,4.518310546875e-06,5.15419921875e-05
16384,0.019738,0.550042,1.2047119140625e-06,3.35718994140625e-05
65536,0.020007,1.8363,3.052825927734375e-07,2.801971435546875e-05
1,0.018039,0.018563,0.018039,0.018563
4,0.026882,0.01712,0.0067205,0.00428
16,0.019416,0.02688,0.0012135,0.00168
64,0.021055,0.031773,0.000328984375,0.000496453125
256,0.022516,0.030834,8.7953125e-05,0.0001204453125
1024,0.020854,0.058227,2.0365234375e-05,5.68623046875e-05
4096,0.024564,0.216865,5.9970703125e-06,5.2945556640625e-05
16384,0.02597,0.510784,1.5850830078125e-06,3.117578125e-05
65536,0.019433,1.975003,2.965240478515625e-07,3.013615417480469e-05
1,0.016971,0.019186,0.016971,0.019186
4,0.026647,0.034858,0.00666175,0.0087145
16,0.018074,0.018542,0.001129625,0.001158875
64,0.023699,0.02058,0.000370296875,0.0003215625
256,0.026196,0.035356,0.000102328125,0.000138109375
1024,0.021651,0.066235,2.11435546875e-05,6.46826171875e-05
4096,0.017736,0.205276,4.330078125e-06,5.01162109375e-05
16384,0.017299,0.513831,1.05584716796875e-06,3.136175537109375e-05
65536,0.019511,1.957543,2.977142333984375e-07,2.9869735717773438e-05
1,0.019164,0.017249,0.019164,0.017249
4,0.017777,0.036836,0.00444425,0.009209
16,0.025044,0.01945,0.00156525,0.001215625
64,0.024517,0.02074,0.000383078125,0.0003240625
256,0.018583,0.039319,7.258984375e-05,0.00015358984375
1024,0.031131,0.058942,3.04013671875e-05,5.7560546875e-05
4096,0.021757,0.202058,5.311767578125e-06,4.933056640625e-05
16384,0.022685,0.512307,1.38458251953125e-06,3.126873779296875e-05
65536,0.021557,1.830511,3.289337158203125e-07,2.7931381225585937e-05
1,0.025971,0.017818,0.025971,0.017818
4,0.025882,0.026188,0.0064705,0.006547
16,0.022474,0.025508,0.001404625,0.00159425
64,0.019397,0.035772,0.000303078125,0.0005589375
256,0.026191,0.029956,0.00010230859375,0.000117015625
1024,0.031249,0.063679,3.05166015625e-05,6.21865234375e-05
4096,0.020261,0.221704,4.946533203125e-06,5.4126953125e-05
16384,0.019584,0.493782,1.1953125e-06,3.01380615234375e-05
65536,0.026415,1.920722,4.030609130859375e-07,2.9307891845703126e-05
1,0.020713,0.029783,0.020713,0.029783
4,0.018177,0.029186,0.00454425,0.0072965
16,0.0172,0.023388,0.001075,0.00146175
64,0.023291,0.032079,0.000363921875,0.000501234375
256,0.026083,0.038246,0.00010188671875,0.0001493984375
1024,0.018804,0.065122,1.836328125e-05,6.3595703125e-05
4096,0.021347,0.19356,5.211669921875e-06,4.7255859375e-05
16384,0.03244,0.51612,1.97998046875e-06,3.150146484375e-05
65536,0.024005,2.057091,3.662872314453125e-07,3.1388717651367184e-05
1,0.025898,0.021314,0.025898,0.021314
4,0.020439,0.018091,0.00510975,0.00452275
16,0.023325,0.026071,0.0014578125,0.0016294375
64,0.021623,0.028558,0.000337859375,0.00044621875
256,0.027924,0.027532,0.000109078125,0.000107546875
1024,0.023497,0.054634,2.29462890625e-05,5.3353515625e-05
4096,0.017088,0.200687,4.171875e-06,4.8995849609375e-05
16384,0.021815,0.502253,1.33148193359375e-06,3.065509033203125e-05
65536,0.032435,1.988394,4.949188232421875e-07,3.0340484619140625e-05
1,0.017961,0.018113,0.017961,0.018113
4,0.016342,0.020147,0.0040855,0.00503675
16,0.03227,0.031439,0.002016875,0.0019649375
64,0.024491,0.021225,0.000382671875,0.000331640625
256,0.021195,0.027727,8.279296875e-05,0.00010830859375
1024,0.026506,0.056745,2.5884765625e-05,5.54150390625e-05
4096,0.018127,0.199933,4.425537109375e-06,4.8811767578125e-05
16384,0.018023,0.52336,1.10003662109375e-06,3.1943359375e-05
65536,0.018781,2.006336,2.865753173828125e-07,3.06142578125e-05
1,0.016727,0.01778,0.016727,0.01778
4,0.027588,0.019092,0.006897,0.004773
16,0.016356,0.017506,0.00102225,0.001094125
64,0.020311,0.023315,0.000317359375,0.000364296875
256,0.023487,0.028768,9.174609375e-05,0.000112375
1024,0.016252,0.053707,1.587109375e-05,5.24482421875e-05
4096,0.023179,0.202024,5.658935546875e-06,4.9322265625e-05
16384,0.023005,0.446587,1.40411376953125e-06,2.725750732421875e-05
65536,0.023236,1.671839,3.5455322265625e-07,2.551023864746094e-05
1,0.028157,0.019208,0.028157,0.019208
4,0.02693,0.022672,0.0067325,0.005668
16,0.021158,0.023962,0.001322375,0.001497625
64,0.01721,0.023609,0.00026890625,0.000368890625
256,0.017115,0.026195,6.685546875e-05,0.00010232421875
1024,0.018677,0.06018,1.82392578125e-05,5.876953125e-05
4096,0.023323,0.213655,5.694091796875e-06,5.2161865234375e-05
16384,0.019772,0.479496,1.206787109375e-06,2.926611328125e-05
65536,0.017577,1.760353,2.682037353515625e-07,2.6860855102539063e-05
1,0.018047,0.016884,0.018047,0.016884
4,0.032216,0.023986,0.008054,0.0059965
16,0.017369,0.02313,0.0010855625,0.001445625
64,0.029056,0.02286,0.000454,0.0003571875
256,0.020488,0.027768,8.003125e-05,0.00010846875
1024,0.019681,0.062583,1.92197265625e-05,6.11162109375e-05
4096,0.018614,0.200991,4.54443359375e-06,4.9070068359375e-05
16384,0.019041,0.47052,1.16217041015625e-06,2.871826171875e-05
65536,0.019928,1.845953,3.040771484375e-07,2.8167007446289062e-05
1,0.017564,0.017011,0.017564,0.017011
4,0.028575,0.019209,0.00714375,0.00480225
16,0.017651,0.017959,0.0011031875,0.0011224375
64,0.020023,0.019548,0.000312859375,0.0003054375
256,0.025674,0.033936,0.0001002890625,0.0001325625
1024,0.021524,0.059475,2.101953125e-05,5.80810546875e-05
4096,0.021225,0.1981,5.181884765625e-06,4.83642578125e-05
16384,0.015692,0.450442,9.57763671875e-07,2.74927978515625e-05
65536,0.016624,1.733809,2.53662109375e-07,2.645582580566406e-05
1,0.01894,0.018103,0.01894,0.018103
4,0.020156,0.018193,0.005039,0.00454825
16,0.027919,0.022294,0.0017449375,0.001393375
64,0.031084,0.029497,0.0004856875,0.000460890625
256,0.023458,0.033759,9.16328125e-05,0.00013187109375
1024,0.022548,0.056842,2.201953125e-05,5.5509765625e-05
4096,0.020402,0.207078,4.98095703125e-06,5.055615234375e-05
16384,0.020682,0.552421,1.2623291015625e-06,3.371710205078125e-05
65536,0.024159,2.303315,3.686370849609375e-07,3.514579772949219e-05
1,0.018711,0.025154,0.018711,0.025154
4,0.016633,0.016902,0.00415825,0.0042255
16,0.025861,0.022747,0.0016163125,0.0014216875
64,0.023303,0.023046,0.000364109375,0.00036009375
256,0.022935,0.027099,8.958984375e-05,0.00010585546875
1024,0.019681,0.053724,1.92197265625e-05,5.246484375e-05
4096,0.022523,0.191623,5.498779296875e-06,4.6782958984375e-05
16384,0.020438,0.605905,1.2474365234375e-06,3.698150634765625e-05
65536,0.022538,1.728491,3.43902587890625e-07,2.6374679565429687e-05
1,0.018333,0.019785,0.018333,0.019785
4,0.020809,0.02552,0.00520225,0.00638
16,0.018357,0.020566,0.0011473125,0.001285375
64,0.020531,0.020153,0.000320796875,0.000314890625
256,0.025354,0.027194,9.90390625e-05,0.0001062265625
1024,0.018307,0.065189,1.78779296875e-05,6.36611328125e-05
4096,0.025006,0.205468,6.10498046875e-06,5.01630859375e-05
16384,0.018159,0.487739,1.10833740234375e-06,2.976922607421875e-05
65536,0.024117,1.887091,3.679962158203125e-07,2.879472351074219e-05
1,0.016403,0.018804,0.016403,0.018804
4,0.020202,0.016554,0.0050505,0.0041385
16,0.017664,0.0197,0.001104,0.00123125
64,0.027058,0.02387,0.00042278125,0.00037296875
256,0.0184,0.038874,7.1875e-05,0.0001518515625
1024,0.019122,0.05539,1.8673828125e-05,5.4091796875e-05
4096,0.021198,0.193492,5.17529296875e-06,4.72392578125e-05
16384,0.022615,0.559403,1.38031005859375e-06,3.414324951171875e-05
65536,0.01838,2.324672,2.8045654296875e-07,3.54716796875e-05
1,0.016871,0.021516,0.016871,0.021516
4,0.024221,0.019529,0.00605525,0.00488225
16,0.026161,0.021199,0.0016350625,0.0013249375
64,0.021567,0.027424,0.000336984375,0.0004285
256,0.019731,0.027273,7.707421875e-05,0.00010653515625
1024,0.022735,0.058357,2.22021484375e-05,5.69892578125e-05
4096,0.017267,0.198173,4.215576171875e-06,4.8382080078125e-05
16384,0.018847,0.4869,1.15032958984375e-06,2.9718017578125e-05
65536,0.022653,1.948815,3.456573486328125e-07,2.9736557006835937e-05
1,0.015857,0.019207,0.015857,0.019207
4,0.016838,0.020147,0.0042095,0.00503675
16,0.019905,0.020204,0.0012440625,0.00126275
64,0.021633,0.019775,0.000338015625,0.000308984375
256,0.026981,0.031489,0.00010539453125,0.00012300390625
1024,0.017437,0.054673,1.70283203125e-05,5.33916015625e-05
4096,0.022176,0.209271,5.4140625e-06,5.1091552734375e-05
16384,0.01789,0.502177,1.0919189453125e-06,3.065045166015625e-05
65536,0.019713,1.97467,3.007965087890625e-07,3.0131072998046874e-05
1,0.025727,0.017338,0.025727,0.017338
4,0.023252,0.020841,0.005813,0.00521025
16,0.018031,0.017255,0.0011269375,0.0010784375
64,0.024568,0.020838,0.000383875,0.00032559375
256,0.020671,0.037671,8.074609375e-05,0.00014715234375
1024,0.021121,0.060071,2.06259765625e-05,5.86630859375e-05
4096,0.020353,0.213734,4.968994140625e-06,5.218115234375e-05
16384,0.029822,0.535202,1.8201904296875e-06,3.26661376953125e-05
65536,0.018823,2.043987,2.872161865234375e-07,3.118876647949219e-05
1,0.027918,0.023355,0.027918,0.023355
4,0.023907,0.024043,0.00597675,0.00601075
16,0.028004,0.026021,0.00175025,0.0016263125
64,0.020823,0.021827,0.000325359375,0.000341046875
256,0.027469,0.027243,0.00010730078125,0.00010641796875
1024,0.019385,0.053445,1.89306640625e-05,5.21923828125e-05
4096,0.018844,0.199347,4.6005859375e-06,4.8668701171875e-05
16384,0.020209,0.468576,1.23345947265625e-06,2.8599609375e-05
65536,0.023463,1.812048,3.580169677734375e-07,2.7649658203125e-05
