length,t_wrapper,t_baseline,t_baseline2,t_wrapper_a,t_baseline_a,t_baseline2_a
16384,2.636086,0.35657572746276855,0.8402304649353027,0.0001608939208984375,2.1763655240647495e-05,5.128359771333635e-05
65536,10.388999,1.5214765071868896,3.285867691040039,0.00015852354431152344,2.3215889086714014e-05,5.013836198486388e-05
1,0.004817,0.002846240997314453,0.00011897087097167969,0.004817,0.002846240997314453,0.00011897087097167969
4,0.004851,0.002677440643310547,0.0003821849822998047,0.00121275,0.0006693601608276367,9.554624557495117e-05
16,0.006973,0.0027573108673095703,0.000985860824584961,0.0004358125,0.00017233192920684814,6.161630153656006e-05
64,0.018309,0.0038139820098876953,0.004641056060791016,0.000286078125,5.959346890449524e-05,7.251650094985962e-05
256,0.047796,0.004136800765991211,0.01600337028503418,0.000186703125,1.6159377992153168e-05,6.251316517591476e-05
1024,0.137786,0.007857084274291992,0.05189704895019531,0.000134556640625,7.672933861613274e-06,5.068071186542511e-05
4096,0.540026,0.018548011779785156,0.2173001766204834,0.00013184228515625,4.52832318842411e-06,5.3051800932735205e-05
16384,2.253792,0.058756113052368164,0.8356428146362305,0.000137560546875,3.5861885407939553e-06,5.1003589760512114e-05
65536,8.333745,0.2329883575439453,3.2594804763793945,0.00012716285705566407,3.555120201781392e-06,4.9735725042410195e-05
1,0.005146,0.00449824333190918,0.00017595291137695312,0.005146,0.00449824333190918,0.00017595291137695312
4,0.005602,0.0027246475219726562,0.0002663135528564453,0.0014005,0.0006811618804931641,6.657838821411133e-05
16,0.00778,0.002754688262939453,0.0009200572967529297,0.00048625,0.00017216801643371582,5.7503581047058105e-05
64,0.013717,0.003129720687866211,0.004284858703613281,0.000214328125,4.8901885747909546e-05,6.695091724395752e-05
256,0.041687,0.005568504333496094,0.0164186954498291,0.00016283984375,2.1751970052719116e-05,6.413552910089493e-05
1024,0.150334,0.009347677230834961,0.05611681938171387,0.000146810546875,9.128591045737267e-06,5.480158142745495e-05
4096,0.581869,0.027112722396850586,0.22998833656311035,0.000142057861328125,6.6193169914186e-06,5.614949623122811e-05
16384,2.160896,0.08814024925231934,0.9043354988098145,0.000131890625,5.379653885029256e-06,5.5196258472278714e-05
65536,8.547365,0.3681516647338867,3.5847504138946533,0.0001304224395751953,5.617548595182598e-06,5.4698950407328084e-05
1,0.004114,0.0027053356170654297,9.679794311523438e-05,0.004114,0.0027053356170654297,9.679794311523438e-05
4,0.004899,0.0026433467864990234,0.00024962425231933594,0.00122475,0.0006608366966247559,6.240606307983398e-05
16,0.006939,0.0027129650115966797,0.0012502670288085938,0.0004336875,0.00016956031322479248,7.814168930053711e-05
64,0.013375,0.002865314483642578,0.003767728805541992,0.000208984375,4.477053880691528e-05,5.887076258659363e-05
256,0.049829,0.004273653030395508,0.015069246292114258,0.00019464453125,1.6693957149982452e-05,5.886424332857132e-05
1024,0.142684,0.007663726806640625,0.05514693260192871,0.00013933984375,7.484108209609985e-06,5.385442636907101e-05
4096,0.537394,0.020563840866088867,0.22420358657836914,0.00013119970703125,5.020468961447477e-06,5.4737203754484653e-05
16384,2.150179,0.06635856628417969,0.8438148498535156,0.00013123651123046875,4.050205461680889e-06,5.1502371206879616e-05
65536,8.391731,0.24677443504333496,3.289652109146118,0.0001280476531982422,3.7654790503438562e-06,5.0196107622468844e-05
1,0.003774,0.002709627151489258,0.00016021728515625,0.003774,0.002709627151489258,0.00016021728515625
4,0.005002,0.0031969547271728516,0.00031447410583496094,0.0012505,0.0007992386817932129,7.861852645874023e-05
16,0.006524,0.0027124881744384766,0.0007987022399902344,0.00040775,0.00016953051090240479,4.991888999938965e-05
64,0.013094,0.0027794837951660156,0.00383758544921875,0.00020459375,4.3429434299468994e-05,5.996227264404297e-05
256,0.051919,0.003465414047241211,0.012987613677978516,0.00020280859375,1.353677362203598e-05,5.073286592960358e-05
1024,0.19459,0.009300708770751953,0.05620884895324707,0.000190029296875,9.082723408937454e-06,5.489145405590534e-05
4096,0.532246,0.013025283813476562,0.20685386657714844,0.00012994287109375,3.1800009310245514e-06,5.050143226981163e-05
16384,2.085389,0.04461789131164551,0.7915058135986328,0.00012728204345703126,2.723259967751801e-06,4.830968100577593e-05
65536,8.332564,0.17349910736083984,3.214236259460449,0.00012714483642578124,2.6473862817510962e-06,4.9045353080146015e-05
1,0.004072,0.002827167510986328,0.0001423358917236328,0.004072,0.002827167510986328,0.0001423358917236328
4,0.00456,0.0027654170989990234,0.00032782554626464844,0.00114,0.0006913542747497559,8.195638656616211e-05
16,0.00696,0.0027925968170166016,0.0010461807250976562,0.000435,0.0001745373010635376,6.538629531860352e-05
64,0.017403,0.003141641616821289,0.005182981491088867,0.000271921875,4.908815026283264e-05,8.098408579826355e-05
256,0.049325,0.004690885543823242,0.018501758575439453,0.00019267578125,1.832377165555954e-05,7.227249443531036e-05
1024,0.159612,0.010947704315185547,0.07022571563720703,0.00015587109375,1.0691117495298386e-05,6.857980042695999e-05
4096,0.559056,0.027462482452392578,0.2224438190460205,0.00013648828125,6.704707629978657e-06,5.430757300928235e-05
16384,2.200837,0.10608935356140137,0.8779854774475098,0.00013432843017578125,6.475180271081626e-06,5.358798080123961e-05
65536,8.490607,0.4153883457183838,3.380366325378418,0.00012955638122558595,6.338323146337643e-06,5.158029671292752e-05
1,0.00491,0.0027604103088378906,0.00011944770812988281,0.00491,0.0027604103088378906,0.00011944770812988281
4,0.004517,0.002841949462890625,0.0004322528839111328,0.00112925,0.0007104873657226562,0.0001080632209777832
16,0.006245,0.002947568893432617,0.0010159015655517578,0.0003903125,0.00018422305583953857,6.349384784698486e-05
64,0.014212,0.003153085708618164,0.003908634185791016,0.0002220625,4.9266964197158813e-05,6.107240915298462e-05
256,0.045873,0.004297733306884766,0.0174105167388916,0.00017919140625,1.6788020730018616e-05,6.800983101129532e-05
1024,0.145856,0.008269548416137695,0.05959510803222656,0.0001424375,8.075730875134468e-06,5.819834768772125e-05
4096,0.539604,0.021701574325561523,0.22501301765441895,0.0001317392578125,5.298235919326544e-06,5.4934818763285875e-05
16384,2.134273,0.07400035858154297,0.8824810981750488,0.00013026568603515624,4.5166234485805035e-06,5.3862371714785695e-05
65536,8.51482,0.27721738815307617,3.3503570556640625,0.00012992584228515625,4.230001650284976e-06,5.11223915964365e-05
1,0.004303,0.0032911300659179688,0.0001220703125,0.004303,0.0032911300659179688,0.0001220703125
4,0.005262,0.0030405521392822266,0.0003535747528076172,0.0013155,0.0007601380348205566,8.83936882019043e-05
16,0.007801,0.0029397010803222656,0.0013127326965332031,0.0004875625,0.0001837313175201416,8.20457935333252e-05
64,0.018084,0.007977724075317383,0.00514984130859375,0.0002825625,0.0001246519386768341,8.046627044677734e-05
256,0.053941,0.014306783676147461,0.019860267639160156,0.00021070703125,5.588587373495102e-05,7.757917046546936e-05
1024,0.192733,0.040421247482299805,0.07277154922485352,0.0001882158203125,3.94738744944334e-05,7.106596603989601e-05
4096,0.781526,0.14569854736328125,0.3077108860015869,0.00019080224609375,3.5570934414863586e-05,7.512472802773118e-05
16384,2.734498,0.6409130096435547,1.0844273567199707,0.0001669005126953125,3.911822568625212e-05,6.61881931591779e-05
65536,10.968671,2.5703725814819336,4.104375123977661,0.00016736863708496095,3.922077303286642e-05,6.262779425014742e-05
1,0.003958,0.002695322036743164,0.000156402587890625,0.003958,0.002695322036743164,0.000156402587890625
4,0.004564,0.002916097640991211,0.00033283233642578125,0.001141,0.0007290244102478027,8.320808410644531e-05
16,0.00843,0.0031511783599853516,0.0016298294067382812,0.000526875,0.00019694864749908447,0.00010186433792114258
64,0.01373,0.003947257995605469,0.0044324398040771484,0.00021453125,6.167590618133545e-05,6.925687193870544e-05
256,0.053753,0.005040168762207031,0.01828145980834961,0.00020997265625,1.9688159227371216e-05,7.141195237636566e-05
1024,0.156606,0.01340174674987793,0.07078337669372559,0.000152935546875,1.3087643310427666e-05,6.912439130246639e-05
4096,0.579508,0.037667274475097656,0.26770615577697754,0.0001414814453125,9.196111932396889e-06,6.535794818773866e-05
16384,2.240102,0.1318514347076416,1.0033247470855713,0.0001367249755859375,8.047572919167578e-06,6.123808270785958e-05
65536,9.273258,0.5063896179199219,4.0269410610198975,0.00014149868774414063,7.726892363280058e-06,6.144624421722256e-05
1,0.003938,0.0025985240936279297,6.103515625e-05,0.003938,0.0025985240936279297,6.103515625e-05
4,0.004662,0.002506732940673828,0.00023126602172851562,0.0011655,0.000626683235168457,5.7816505432128906e-05
16,0.006889,0.0026237964630126953,0.0009257793426513672,0.0004305625,0.00016398727893829346,5.786120891571045e-05
64,0.013058,0.002784252166748047,0.003155231475830078,0.00020403125,4.350394010543823e-05,4.930049180984497e-05
256,0.04641,0.0033936500549316406,0.013465404510498047,0.0001812890625,1.3256445527076721e-05,5.2599236369132996e-05
1024,0.149693,0.005579471588134766,0.05021381378173828,0.0001461845703125,5.448702722787857e-06,4.903692752122879e-05
4096,0.565189,0.013797998428344727,0.23972582817077637,0.000137985595703125,3.3686519600450993e-06,5.852681351825595e-05
16384,2.222817,0.04603838920593262,0.8123743534088135,0.00013566998291015625,2.8099602786824107e-06,4.958339559379965e-05
65536,8.448132,0.15720176696777344,3.13015079498291,0.00012890826416015624,2.398708602413535e-06,4.776231071446091e-05
1,0.003998,0.0026433467864990234,9.107589721679688e-05,0.003998,0.0026433467864990234,9.107589721679688e-05
4,0.004436,0.0027599334716796875,0.0002608299255371094,0.001109,0.0006899833679199219,6.520748138427734e-05
16,0.007548,0.0027341842651367188,0.0007872581481933594,0.00047175,0.00017088651657104492,4.920363426208496e-05
64,0.01344,0.002730131149291992,0.003185749053955078,0.00021,4.265829920768738e-05,4.9777328968048096e-05
256,0.046267,0.003332853317260742,0.011839628219604492,0.00018073046875,1.3018958270549774e-05,4.624854773283005e-05
1024,0.142479,0.005885601043701172,0.05295991897583008,0.0001391396484375,5.747657269239426e-06,5.171867087483406e-05
4096,0.570495,0.013717889785766602,0.20447850227355957,0.000139281005859375,3.349094185978174e-06,4.9921509344130754e-05
16384,2.077156,0.04223155975341797,0.8014452457427979,0.000126779541015625,2.577609848231077e-06,4.8916335799731314e-05
65536,8.165336,0.1531212329864502,3.111084222793579,0.0001245931396484375,2.3364445951301605e-06,4.747137791127898e-05
1,0.004081,0.003194570541381836,0.0001285076141357422,0.004081,0.003194570541381836,0.0001285076141357422
4,0.004971,0.002623319625854492,0.00030994415283203125,0.00124275,0.000655829906463623,7.748603820800781e-05
16,0.006546,0.0036377906799316406,0.0008955001831054688,0.000409125,0.00022736191749572754,5.59687614440918e-05
64,0.013972,0.003198385238647461,0.005068778991699219,0.0002183125,4.997476935386658e-05,7.919967174530029e-05
256,0.05043,0.004659891128540039,0.016341686248779297,0.0001969921875,1.8202699720859528e-05,6.383471190929413e-05
1024,0.147339,0.010854721069335938,0.06271481513977051,0.0001438857421875,1.0600313544273376e-05,6.124493665993214e-05
4096,0.58052,0.03111433982849121,0.2482893466949463,0.000141728515625,7.596274372190237e-06,6.061751628294587e-05
16384,2.167493,0.10990548133850098,0.8962295055389404,0.00013229327392578124,6.708098226226866e-06,5.470150790642947e-05
65536,8.5493,0.4586303234100342,3.484002113342285,0.00013045196533203126,6.998143362579867e-06,5.3161653340794146e-05
1,0.005369,0.0028133392333984375,0.00011014938354492188,0.005369,0.0028133392333984375,0.00011014938354492188
4,0.005095,0.0031690597534179688,0.0003447532653808594,0.00127375,0.0007922649383544922,8.618831634521484e-05
16,0.007721,0.0029120445251464844,0.0009381771087646484,0.0004825625,0.00018200278282165527,5.863606929779053e-05
64,0.012957,0.003229379653930664,0.0029582977294921875,0.000202453125,5.0459057092666626e-05,4.622340202331543e-05
256,0.042098,0.004157543182373047,0.014281272888183594,0.0001644453125,1.6240403056144714e-05,5.578622221946716e-05
1024,0.153157,0.008661031723022461,0.051958322525024414,0.0001495673828125,8.458038792014122e-06,5.0740549340844154e-05
4096,0.535366,0.017186403274536133,0.20543527603149414,0.00013070458984375,4.195899236947298e-06,5.01550966873765e-05
16384,2.082224,0.05621194839477539,0.8404288291931152,0.0001270888671875,3.4309050533920527e-06,5.129570490680635e-05
65536,8.613797,0.20895671844482422,3.3179056644439697,0.0001314361114501953,3.188426489941776e-06,5.062722266302444e-05
1,0.004078,0.0026612281799316406,9.679794311523438e-05,0.004078,0.0026612281799316406,9.679794311523438e-05
4,0.004745,0.0024585723876953125,0.000255584716796875,0.00118625,0.0006146430969238281,6.389617919921875e-05
16,0.007881,0.0029916763305664062,0.000965118408203125,0.0004925625,0.0001869797706604004,6.031990051269531e-05
64,0.017464,0.004099130630493164,0.004103899002075195,0.000272875,6.404891610145569e-05,6.412342190742493e-05
256,0.050406,0.00702214241027832,0.01436305046081543,0.0001968984375,2.743024379014969e-05,5.610566586256027e-05
1024,0.200612,0.018954992294311523,0.06165146827697754,0.00019591015625,1.8510734662413597e-05,6.020651198923588e-05
4096,0.693952,0.05635404586791992,0.24655532836914062,0.000169421875,1.3758311979472637e-05,6.019417196512222e-05
16384,2.547236,0.25311970710754395,0.8244972229003906,0.000155470947265625,1.544920087326318e-05,5.032331682741642e-05
65536,10.498629,1.0998613834381104,3.0644402503967285,0.0001601963653564453,1.6782552847871557e-05,4.675964737543836e-05
1,0.004708,0.0028350353240966797,0.00013780593872070312,0.004708,0.0028350353240966797,0.00013780593872070312
4,0.004248,0.002610445022583008,0.000354766845703125,0.001062,0.000652611255645752,8.869171142578125e-05
16,0.006945,0.002691507339477539,0.0010395050048828125,0.0004340625,0.0001682192087173462,6.496906280517578e-05
64,0.013278,0.0031447410583496094,0.003712177276611328,0.00020746875,4.9136579036712646e-05,5.8002769947052e-05
256,0.04735,0.004035234451293945,0.014160871505737305,0.0001849609375,1.5762634575366974e-05,5.5315904319286346e-05
1024,0.146294,0.007456064224243164,0.05280947685241699,0.000142865234375,7.281312718987465e-06,5.157175473868847e-05
4096,0.537961,0.018366575241088867,0.276472806930542,0.000131338134765625,4.484027158468962e-06,6.749824387952685e-05
16384,2.181238,0.06629109382629395,0.9145188331604004,0.0001331322021484375,4.046087269671261e-06,5.581779987551272e-05
65536,8.485944,0.23531866073608398,3.2597336769104004,0.0001294852294921875,3.5906778066419065e-06,4.9739588575903326e-05
1,0.004856,0.00264739990234375,0.000152587890625,0.004856,0.00264739990234375,0.000152587890625
4,0.004416,0.002716541290283203,0.0003039836883544922,0.001104,0.0006791353225708008,7.599592208862305e-05
16,0.00686,0.002779722213745117,0.0010676383972167969,0.00042875,0.00017373263835906982,6.67273998260498e-05
64,0.013567,0.003433704376220703,0.0044095516204833984,0.000211984375,5.3651630878448486e-05,6.88992440700531e-05
256,0.046196,0.004796266555786133,0.016206741333007812,0.000180453125,1.873541623353958e-05,6.330758333206177e-05
1024,0.154091,0.011452674865722656,0.060582876205444336,0.0001504794921875,1.1184252798557281e-05,5.9162965044379234e-05
4096,0.555279,0.028105735778808594,0.23232531547546387,0.000135566162109375,6.861751899123192e-06,5.672004772350192e-05
16384,2.213715,0.09184598922729492,0.8988122940063477,0.00013511444091796876,5.605834303423762e-06,5.485914880409837e-05
65536,8.473058,0.35864996910095215,3.464351177215576,0.00012928860473632812,5.472564225783572e-06,5.286180385155603e-05
1,0.004625,0.0031380653381347656,0.0002751350402832031,0.004625,0.0031380653381347656,0.0002751350402832031
4,0.005471,0.0029218196868896484,0.00030159950256347656,0.00136775,0.0007304549217224121,7.539987564086914e-05
16,0.006684,0.0029523372650146484,0.0014445781707763672,0.00041775,0.00018452107906341553,9.028613567352295e-05
64,0.016015,0.003152132034301758,0.004458904266357422,0.000250234375,4.9252063035964966e-05,6.967037916183472e-05
256,0.046366,0.005396366119384766,0.01773548126220703,0.0001811171875,2.107955515384674e-05,6.927922368049622e-05
1024,0.147233,0.009212493896484375,0.0620114803314209,0.0001437822265625,8.996576070785522e-06,6.055808626115322e-05
4096,0.552193,0.025595426559448242,0.22277140617370605,0.000134812744140625,6.2488834373652935e-06,5.4387550335377455e-05
16384,2.14306,0.08733177185058594,0.9175255298614502,0.000130802001953125,5.330308340489864e-06,5.6001314078457654e-05
65536,8.570136,0.33185768127441406,3.4067611694335938,0.0001307698974609375,5.06374635733664e-06,5.198305007070303e-05
1,0.004884,0.002689361572265625,0.00014066696166992188,0.004884,0.002689361572265625,0.00014066696166992188
4,0.004534,0.0027174949645996094,0.0003173351287841797,0.0011335,0.0006793737411499023,7.933378219604492e-05
16,0.007248,0.0027451515197753906,0.0010280609130859375,0.000453,0.00017157196998596191,6.42538070678711e-05
64,0.013723,0.003302335739135742,0.004487276077270508,0.000214421875,5.159899592399597e-05,7.011368870735168e-05
256,0.046559,0.0043277740478515625,0.015103340148925781,0.00018187109375,1.6905367374420166e-05,5.899742245674133e-05
1024,0.153509,0.008610963821411133,0.05934596061706543,0.0001499111328125,8.40914435684681e-06,5.795503966510296e-05
4096,0.566413,0.025417089462280273,0.24660491943359375,0.000138284423828125,6.20534410700202e-06,6.0206279158592224e-05
16384,2.181051,0.08554935455322266,0.8768670558929443,0.00013312078857421875,5.221518222242594e-06,5.351971776690334e-05
65536,8.498665,0.33267760276794434,3.7284600734710693,0.00012967933654785157,5.076257366454229e-06,5.68917857890483e-05
1,0.005014,0.0035729408264160156,0.00028061866760253906,0.005014,0.0035729408264160156,0.00028061866760253906
4,0.005389,0.003651857376098633,0.00047326087951660156,0.00134725,0.0009129643440246582,0.00011831521987915039
16,0.007248,0.002943754196166992,0.0010061264038085938,0.000453,0.000183984637260437,6.288290023803711e-05
64,0.018649,0.009753227233886719,0.00823354721069336,0.000291390625,0.00015239417552947998,0.00012864917516708374
256,0.061715,0.014159917831420898,0.018770456314086914,0.00024107421875,5.5312179028987885e-05,7.332209497690201e-05
1024,0.195015,0.03832507133483887,0.07182955741882324,0.0001904443359375,3.742682747542858e-05,7.014605216681957e-05
4096,0.783145,0.1524055004119873,0.251920223236084,0.000191197509765625,3.720837412402034e-05,6.150396075099707e-05
16384,2.752579,0.591087818145752,1.0275037288665771,0.00016800408935546874,3.6077137337997556e-05,6.271385063882917e-05
65536,11.021243,2.4693191051483154,3.749103546142578,0.0001681708221435547,3.76788193534594e-05,5.7206780184060335e-05
1,0.003965,0.002685070037841797,6.628036499023438e-05,0.003965,0.002685070037841797,6.628036499023438e-05
4,0.006252,0.0027925968170166016,0.00035119056701660156,0.001563,0.0006981492042541504,8.779764175415039e-05
16,0.007199,0.0027587413787841797,0.0009262561798095703,0.0004499375,0.00017242133617401123,5.7891011238098145e-05
64,0.014583,0.0032312870025634766,0.004279136657714844,0.000227859375,5.048885941505432e-05,6.686151027679443e-05
256,0.052006,0.00548100471496582,0.015857934951782227,0.0002031484375,2.1410174667835236e-05,6.194505840539932e-05
1024,0.166693,0.017627239227294922,0.061969757080078125,0.0001627861328125,1.7214100807905197e-05,6.0517340898513794e-05
4096,0.610299,0.055726051330566406,0.20439791679382324,0.000148998779296875,1.3604993000626564e-05,4.9901835154742e-05
16384,2.246308,0.20905590057373047,0.8034281730651855,0.000137103759765625,1.2759759556502104e-05,4.903736407868564e-05
65536,9.060079,0.8098835945129395,3.1104023456573486,0.00013824583435058594,1.2357842933852226e-05,4.7460973291890696e-05
1,0.003867,0.002917051315307617,0.0001590251922607422,0.003867,0.002917051315307617,0.0001590251922607422
4,0.004763,0.0026955604553222656,0.0002491474151611328,0.00119075,0.0006738901138305664,6.22868537902832e-05
16,0.006227,0.0029239654541015625,0.0011169910430908203,0.0003891875,0.00018274784088134766,6.981194019317627e-05
64,0.013587,0.0034117698669433594,0.0038728713989257812,0.000212296875,5.330890417098999e-05,6.051361560821533e-05
256,0.039759,0.004105567932128906,0.015417814254760742,0.00015530859375,1.603737473487854e-05,6.022583693265915e-05
1024,0.149421,0.008501052856445312,0.05987668037414551,0.0001459189453125,8.301809430122375e-06,5.847332067787647e-05
4096,0.577414,0.020229101181030273,0.23508238792419434,0.00014097021484375,4.938745405524969e-06,5.739316111430526e-05
16384,2.13884,0.0708763599395752,0.8967463970184326,0.00013054443359375,4.325949703343213e-06,5.473305645864457e-05
65536,8.471434,0.27014684677124023,3.323429822921753,0.00012926382446289063,4.122113750781864e-06,5.0711514631984755e-05
1,0.004746,0.003142833709716797,0.0001068115234375,0.004746,0.003142833709716797,0.0001068115234375
4,0.00536,0.0027878284454345703,0.0002624988555908203,0.00134,0.0006969571113586426,6.562471389770508e-05
16,0.00646,0.0027914047241210938,0.0012104511260986328,0.00040375,0.00017446279525756836,7.565319538116455e-05
64,0.013987,0.003036975860595703,0.004360198974609375,0.000218546875,4.745274782180786e-05,6.812810897827148e-05
256,0.050477,0.004087924957275391,0.015022516250610352,0.00019717578125,1.5968456864356995e-05,5.8681704103946686e-05
1024,0.151923,0.007996559143066406,0.06118512153625488,0.0001483623046875,7.809139788150787e-06,5.975109525024891e-05
4096,0.547753,0.02080368995666504,0.22974157333374023,0.000133728759765625,5.0790258683264256e-06,5.6089251302182674e-05
