length,t_opt,t_baseline,t_opt_a,t_baseline_a
256,0.035395,0.029393,0.00013826171875,0.00011481640625
1024,0.021644,0.065948,2.113671875e-05,6.440234375e-05
4096,0.024397,0.195095,5.956298828125e-06,4.7630615234375e-05
16384,0.023541,0.472137,1.43682861328125e-06,2.881695556640625e-05
65536,0.022828,1.789345,3.4832763671875e-07,2.7303237915039062e-05
1,0.024036,0.018878,0.024036,0.018878
4,0.029584,0.028824,0.007396,0.007206
16,0.027906,0.026275,0.001744125,0.0016421875
64,0.023033,0.032636,0.000359890625,0.0005099375
256,0.020323,0.02691,7.938671875e-05,0.0001051171875
1024,0.038028,0.06609,3.713671875e-05,6.4541015625e-05
4096,0.018955,0.189783,4.627685546875e-06,4.6333740234375e-05
16384,0.0288,0.484975,1.7578125e-06,2.960052490234375e-05
65536,0.032606,1.841647,4.97528076171875e-07,2.8101303100585938e-05
1,0.016919,0.020561,0.016919,0.020561
4,0.023868,0.019042,0.005967,0.0047605
16,0.02699,0.02431,0.001686875,0.001519375
64,0.027133,0.036036,0.000423953125,0.0005630625
256,0.017884,0.028353,6.9859375e-05,0.00011075390625
1024,0.02137,0.056021,2.0869140625e-05,5.47080078125e-05
4096,0.024557,0.192091,5.995361328125e-06,4.6897216796875e-05
16384,0.030554,0.464176,1.8648681640625e-06,2.83310546875e-05
65536,0.024465,1.704988,3.733062744140625e-07,2.601605224609375e-05
1,0.028118,0.021856,0.028118,0.021856
4,0.02716,0.025999,0.00679,0.00649975
16,0.020209,0.021074,0.0012630625,0.001317125
64,0.021919,0.023271,0.000342484375,0.000363609375
256,0.027216,0.032101,0.0001063125,0.00012539453125
1024,0.020489,0.06319,2.00087890625e-05,6.1708984375e-05
4096,0.030365,0.194689,7.413330078125e-06,4.7531494140625e-05
16384,0.023643,0.473179,1.44305419921875e-06,2.888055419921875e-05
65536,0.027768,1.82072,4.237060546875e-07,2.7781982421875e-05
1,0.024498,0.022897,0.024498,0.022897
4,0.025164,0.020528,0.006291,0.005132
16,0.023029,0.025518,0.0014393125,0.001594875
64,0.025285,0.021341,0.000395078125,0.000333453125
256,0.027514,0.027236,0.0001074765625,0.000106390625
1024,0.029968,0.063694,2.9265625e-05,6.2201171875e-05
4096,0.023636,0.203077,5.7705078125e-06,4.9579345703125e-05
16384,0.029048,0.471644,1.77294921875e-06,2.8786865234375e-05
65536,0.032447,1.91646,4.951019287109374e-07,2.924285888671875e-05
1,0.031373,0.025244,0.031373,0.025244
4,0.018745,0.025052,0.00468625,0.006263
16,0.02635,0.059622,0.001646875,0.003726375
64,0.0209,0.02342,0.0003265625,0.0003659375
256,0.022362,0.039427,8.73515625e-05,0.00015401171875
1024,0.021667,0.056834,2.11591796875e-05,5.5501953125e-05
4096,0.022891,0.199816,5.588623046875e-06,4.8783203125e-05
16384,0.025424,0.65293,1.5517578125e-06,3.98516845703125e-05
65536,0.023352,1.924634,3.563232421875e-07,2.9367584228515624e-05
1,0.029717,0.028274,0.029717,0.028274
4,0.022614,0.032387,0.0056535,0.00809675
16,0.025056,0.022501,0.001566,0.0014063125
64,0.021072,0.025937,0.00032925,0.000405265625
256,0.02078,0.029283,8.1171875e-05,0.00011438671875
1024,0.024432,0.059543,2.3859375e-05,5.81474609375e-05
4096,0.019168,0.200095,4.6796875e-06,4.8851318359375e-05
16384,0.03125,0.499548,1.9073486328125e-06,3.0489990234375e-05
65536,0.020433,1.947881,3.117828369140625e-07,2.9722305297851562e-05
1,0.022535,0.024054,0.022535,0.024054
4,0.018372,0.027652,0.004593,0.006913
16,0.026652,0.027082,0.00166575,0.001692625
64,0.020581,0.032406,0.000321578125,0.00050634375
256,0.0261,0.032669,0.000101953125,0.00012761328125
1024,0.018086,0.055274,1.7662109375e-05,5.3978515625e-05
4096,0.026641,0.1947,6.504150390625e-06,4.75341796875e-05
16384,0.023986,0.429858,1.4639892578125e-06,2.62364501953125e-05
65536,0.022547,1.723438,3.440399169921875e-07,2.6297576904296875e-05
1,0.026164,0.020163,0.026164,0.020163
4,0.022063,0.024142,0.00551575,0.0060355
16,0.020316,0.026331,0.00126975,0.0016456875
64,0.028712,0.021814,0.000448625,0.00034084375
256,0.021232,0.028117,8.29375e-05,0.00010983203125
1024,0.023194,0.065345,2.2650390625e-05,6.38134765625e-05
4096,0.022543,0.204293,5.503662109375e-06,4.9876220703125e-05
16384,0.027317,0.494198,1.66729736328125e-06,3.01634521484375e-05
65536,0.020338,1.973051,3.10333251953125e-07,3.010636901855469e-05
1,0.021281,0.017866,0.021281,0.017866
4,0.029222,0.026056,0.0073055,0.006514
16,0.018546,0.020118,0.001159125,0.001257375
64,0.018262,0.020387,0.00028534375,0.000318546875
256,0.026959,0.029218,0.00010530859375,0.0001141328125
1024,0.023092,0.072899,2.255078125e-05,7.11904296875e-05
4096,0.026124,0.20376,6.3779296875e-06,4.974609375e-05
16384,0.018196,0.477194,1.110595703125e-06,2.91256103515625e-05
65536,0.023131,1.800396,3.529510498046875e-07,2.747186279296875e-05
1,0.020683,0.029759,0.020683,0.029759
4,0.024593,0.023284,0.00614825,0.005821
16,0.021629,0.026849,0.0013518125,0.0016780625
64,0.022834,0.032762,0.00035678125,0.00051190625
256,0.01993,0.026317,7.78515625e-05,0.00010280078125
1024,0.027843,0.053937,2.71904296875e-05,5.26728515625e-05
4096,0.017989,0.206893,4.391845703125e-06,5.0510986328125e-05
16384,0.017728,0.429356,1.08203125e-06,2.6205810546875e-05
65536,0.020338,1.721278,3.10333251953125e-07,2.6264617919921876e-05
1,0.01872,0.017825,0.01872,0.017825
4,0.018564,0.027671,0.004641,0.00691775
16,0.017945,0.021278,0.0011215625,0.001329875
64,0.020144,0.020769,0.00031475,0.000324515625
256,0.025583,0.030231,9.993359375e-05,0.00011808984375
1024,0.024491,0.065326,2.39169921875e-05,6.3794921875e-05
4096,0.018897,0.212089,4.613525390625e-06,5.1779541015625e-05
16384,0.027469,0.516104,1.67657470703125e-06,3.150048828125e-05
65536,0.02628,2.169982,4.010009765625e-07,3.3111297607421876e-05
1,0.018508,0.023452,0.018508,0.023452
4,0.017132,0.020442,0.004283,0.0051105
16,0.018556,0.017557,0.00115975,0.0010973125
64,0.025774,0.020642,0.00040271875,0.00032253125
256,0.027368,0.035152,0.00010690625,0.0001373125
1024,0.020779,0.061619,2.02919921875e-05,6.01748046875e-05
4096,0.029127,0.193199,7.111083984375e-06,4.7167724609375e-05
16384,0.022048,0.490479,1.345703125e-06,2.993646240234375e-05
65536,0.023033,1.841791,3.514556884765625e-07,2.8103500366210937e-05
1,0.01871,0.018923,0.01871,0.018923
4,0.026901,0.027939,0.00672525,0.00698475
16,0.021485,0.024895,0.0013428125,0.0015559375
64,0.018322,0.021167,0.00028628125,0.000330734375
256,0.019423,0.026629,7.587109375e-05,0.00010401953125
1024,0.024509,0.06789,2.39345703125e-05,6.6298828125e-05
4096,0.017868,0.188235,4.3623046875e-06,4.5955810546875e-05
16384,0.017678,0.48047,1.0789794921875e-06,2.93255615234375e-05
65536,0.025313,1.792281,3.862457275390625e-07,2.7348037719726563e-05
